race_year_id,rank,runner,time,age,gender,nationality,time_in_seconds,event,race,city,country,date,start_time,participation,distance,elevation_gain,elevation_loss,aid_stations,participants,age_group,time_in_hours
72496,23.0,KOTKA Mimmi,25H 8M 29S,40,W,SWE,90509.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,25.14138888888889
72496,33.0,DELESPIERRE Marion,25H 54M 33S,34,W,FRA,93273.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,25.909166666666668
72496,36.0,BUEHLER Luzia,26H 6M 17S,39,W,SUI,93977.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,26.10472222222222
72496,42.0,NAKACHE Maryline,26H 40M 48S,37,W,FRA,96048.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,26.68
72496,44.0,JAMSIN Lucie,26H 44M 41S,32,W,FRA,96281.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,26.744722222222222
72496,52.0,SCHIDE Katie,27H 39M 45S,29,W,USA,99585.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,20-29,27.6625
72496,59.0,TREMPS Claudia,27H 55M 36S,25,W,ESP,100536.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,20-29,27.926666666666666
72496,73.0,HAWGOOD Emily,28H 36M 48S,27,W,GBR,103008.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,20-29,28.613333333333333
72496,84.0,BOLDANE Linda,29H 11M 59S,29,W,LAT,105119.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,20-29,29.19972222222222
72496,93.0,NIWA Kaori,29H 47M 25S,46,W,JPN,107245.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,29.790277777777778
72496,95.0,ALGLAVE Daphne,29H 54M 38S,38,W,FRA,107678.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,29.910555555555554
72496,106.0,BASSAC Audrey,30H 33M 49S,34,W,FRA,110029.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,30.56361111111111
72496,108.0,BAZILCHUK Molly,30H 35M 44S,31,W,NOR,110144.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,30.595555555555556
72496,133.0,PEREZ Maria,31H 27M 19S,51,W,COL,113239.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,50-59,31.455277777777777
72496,156.0,HESLOP Claire,32H 12M 48S,40,W,CAN,115968.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,32.21333333333333
72496,158.0,ORAVAMAKI Maija,32H 15M 22S,47,W,FIN,116122.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,32.25611111111111
72496,166.0,VAN DEN BOOGAART Monique,32H 28M 35S,33,W,NED,116915.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,32.47638888888889
72496,181.0,MEEK Jo,33H 3M 0S,44,W,GBR,118980.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,33.05
72496,196.0,BANNWARTH Claire,33H 31M 55S,32,W,FRA,120715.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,33.53194444444444
72496,245.0,GUEDON Florence,34H 25M 44S,50,W,FRA,123944.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,34.42888888888889
72496,248.0,TRENTANI Laura,34H 27M 21S,47,W,ITA,124041.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,34.45583333333333
72496,302.0,MEYER Angela,35H 42M 10S,40,W,USA,128530.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,35.702777777777776
72496,304.0,PUTHOSTE Julie,35H 42M 37S,33,W,FRA,128557.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,35.710277777777776
72496,326.0,GEORGES Laurence,36H 11M 14S,53,W,FRA,130274.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,50-59,36.187222222222225
72496,329.0,PAZDA POZORSKA Malgorzata,36H 12M 44S,39,W,POL,130364.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,36.21222222222222
72496,352.0,RIABOVA Oksana,36H 44M 25S,33,W,UKR,132265.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,36.74027777777778
72496,392.0,POIREL Alicia,37H 16M 51S,47,W,FRA,134211.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,37.280833333333334
72496,425.0,ROZENBERG Sandrine,37H 46M 36S,50,W,BEL,135996.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,37.776666666666664
72496,454.0,JOSEFSSON Jenny,38H 3M 34S,47,W,SWE,137014.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,38.059444444444445
72496,475.0,MACIOSZEK Krystyna,38H 20M 20S,34,W,POL,138020.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,38.33888888888889
72496,487.0,SESLIJA Dubravka,38H 29M 20S,36,W,ITA,138560.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,38.48888888888889
72496,527.0,DVORAKOVA Martina,38H 57M 42S,40,W,CZE,140262.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,38.961666666666666
72496,564.0,BAIRD Ute,39H 22M 42S,54,W,GBR,141762.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,50-59,39.37833333333333
72496,578.0,LONG Nathalie,39H 32M 4S,38,W,CAN,142324.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,39.534444444444446
72496,587.0,GADIOT Frederique,39H 37M 57S,41,W,FRA,142677.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,39.6325
72496,608.0,DUMOND Sylviane,39H 49M 42S,40,W,FRA,143382.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,39.82833333333333
72496,614.0,PAULINYOVA Radka,39H 54M 1S,50,W,SVK,143641.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,40-49,39.90027777777778
72496,629.0,NAVARRETE Daniela,40H 3M 3S,37,W,CHI,144183.0,UTMB®,UTMB®,Chamonix,France,2021-08-27,1900-01-01 17:00:00,Solo,170.7,9930,-9930,11,2300,30-39,40.05083333333334
